Index,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
324,8,0.052,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.398
325,8,0.139,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.467
326,10,0.081,CNN,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.419
327,8,0.055,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.413
328,13,0.138,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.408
329,13,0.107,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.413
330,3,0.139,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.455
331,17,0.142,CNN,"use, said, servic, may, peopl, govern, time, inform, one, also",0.397
332,5,0.043,CNN,"said, market, canadian, canada, report, year, say, one, also, would",0.483
333,7,0.098,CNN,"n’t, one, car, year, said, time, peopl, get, like, music",0.415
334,8,0.085,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.518
335,4,0.057,CNN,"peopl, said, star, one, work, n’t, news, time, reader, get",0.41
336,13,0.022,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.419
337,11,0.116,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.492
338,1,0.098,CNN,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.405
339,0,0.037,CNN,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.284
340,12,-0.07,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.277
341,12,0.093,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.468
342,11,0.152,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.417
343,12,0.095,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.406
344,12,0.085,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.368
345,9,0.077,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.387
346,12,0.277,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.542
347,12,0.051,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.523
348,12,0.031,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.387
349,8,0.1,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.4
350,3,0.123,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.446
351,11,0.151,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.409
352,3,0.188,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.543
353,11,0.145,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.333
354,12,0.097,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.424
355,12,0.103,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.435
356,9,0.114,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.485
357,20,0.069,CNN,"said, one, time, would, may, market, also, n’t, govern, work",0.394
358,14,0.16,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.484
359,3,0.113,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.453
360,11,0.103,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.432
361,14,0.085,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.413
362,12,0.064,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.464
363,3,0.019,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.47
364,14,0.083,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.455
365,0,0.071,CNN,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.539
366,0,0.063,CNN,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.456
367,14,0.171,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.45
368,12,0.019,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.448
369,12,0.185,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.505
370,12,0.309,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.524
371,5,0.086,CNN,"said, market, canadian, canada, report, year, say, one, also, would",0.395
372,3,0.129,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.483
373,12,0.066,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.425
374,0,0.101,CNN,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.434
375,14,0.186,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.445
376,14,-0.028,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.473
377,11,0.129,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.39
378,12,0.18,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.428
379,12,0.118,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.391
380,8,0.087,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.405
381,3,0.085,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.519
382,12,0.173,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.406
383,12,0.043,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.436
384,17,0.243,CNN,"use, said, servic, may, peopl, govern, time, inform, one, also",0.376
385,18,0.137,CNN,"peopl, one, say, said, also, work, like, would, new, use",0.339
386,12,0.174,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.471
387,12,0.108,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.408
388,11,0.211,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.489
389,11,0.178,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.508
390,9,0.123,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.558
391,12,0.109,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.385
392,10,0.046,CNN,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.345
393,11,0.167,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.432
394,12,0.037,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.416
395,11,0.206,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.337
396,10,-0.007,CNN,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.386
397,10,0.076,CNN,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.308
398,8,0.168,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.436
399,10,0.226,CNN,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.455
400,13,0.121,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.462
401,2,0.086,CNN,"said, peopl, would, say, time, get, first, prine, countri, one",0.46
402,3,0.17,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.412
403,8,0.135,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.5
404,10,0.089,CNN,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.458
405,9,0.088,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.418
406,11,0.041,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.415
407,14,0.15,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.458
408,11,0.008,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.47
409,11,0.112,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.427
410,12,0.072,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.409
411,9,0.155,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.496
412,0,0.132,CNN,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.383
413,5,0.124,CNN,"said, market, canadian, canada, report, year, say, one, also, would",0.357
414,12,0.047,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.435
415,12,0.159,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.52
416,12,0.14,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.492
417,12,0.227,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.384
418,12,0.144,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.293
419,12,0.072,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.352
420,12,0.055,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.433
421,13,0.038,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.429
422,12,-0.05,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.427
423,9,0.137,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.376
424,10,0.077,CNN,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.401
425,14,0.081,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.436
426,12,0.099,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.359
427,12,0.036,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.362
428,9,0.133,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.499
429,9,0.123,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.378
430,12,0.166,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.311
431,3,0.078,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.456
432,0,0.312,CNN,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.485
433,12,0.18,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.398
434,8,0.05,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.439
435,3,0.14,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.449
436,12,0.077,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.405
437,9,-0.041,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.283
438,11,0.137,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.473
439,12,0.206,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.355
440,0,0.126,CNN,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.44
441,11,0.108,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.414
442,8,0.118,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.375
443,12,0.098,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.37
444,9,0.048,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.415
445,2,0.158,CNN,"said, peopl, would, say, time, get, first, prine, countri, one",0.639
446,11,0.108,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.467
447,12,0.04,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.412
448,14,0.138,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.446
449,12,0.029,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.432
450,11,0.059,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.499
451,13,0.083,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.469
452,12,0.051,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.426
453,9,0.129,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.453
454,5,0.188,CNN,"said, market, canadian, canada, report, year, say, one, also, would",0.433
455,9,0.051,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.424
456,12,0.116,CNN,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.439
457,3,0.105,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.459
458,11,0.077,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.471
459,9,0.221,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.536
460,11,0.133,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.42
461,13,0.155,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.466
462,3,0.173,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.501
463,3,0.1,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.401
464,13,0.103,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.496
465,13,0.115,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.431
466,11,0.124,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.474
467,9,0.216,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.508
468,11,0.111,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.488
469,4,0.222,CNN,"peopl, said, star, one, work, n’t, news, time, reader, get",0.512
470,6,0.081,CNN,"said, would, season, one, player, game, play, peopl, year, also",0.45
471,6,0.072,CNN,"said, would, season, one, player, game, play, peopl, year, also",0.433
472,8,0.174,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.468
473,6,0.117,CNN,"said, would, season, one, player, game, play, peopl, year, also",0.403
474,14,0.068,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.371
475,0,0.078,CNN,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.336
476,3,0.214,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.425
477,14,0.046,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.432
478,3,0.21,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.519
479,9,0.032,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.372
480,9,0.158,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.58
481,9,0.08,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.48
482,14,0.154,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.41
483,7,0.175,CNN,"n’t, one, car, year, said, time, peopl, get, like, music",0.666
484,8,0.14,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.4
485,11,0.036,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.335
486,14,0.03,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.405
487,0,0.151,CNN,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.322
488,1,0.032,CNN,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.398
489,5,-0.012,CNN,"said, market, canadian, canada, report, year, say, one, also, would",0.351
490,9,0.082,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.465
491,8,0.164,CNN,"peopl, say, n’t, time, like, said, get, work, one, make",0.435
492,14,-0.061,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.382
493,16,0.22,CNN,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.376
494,3,0.038,CNN,"n’t, one, get, time, said, make, like, ’re, say, use",0.471
495,11,0.071,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.343
496,10,0.103,CNN,"said, coronaviru, year, govern, would, countri, open, world, one, new",0.385
497,6,0.156,CNN,"said, would, season, one, player, game, play, peopl, year, also",0.35
498,9,0.028,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.345
499,11,0.12,CNN,"peopl, said, one, say, covid-19, year, home, time, get, case",0.301
500,14,0.008,CNN,"n’t, said, say, like, get, time, peopl, day, one, would",0.381
501,9,0.249,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.32
502,13,-0.043,CNN,"said, work, say, one, also, n’t, peopl, year, show, time",0.418
503,18,0.203,CNN,"peopl, one, say, said, also, work, like, would, new, use",0.555
504,6,0.128,CNN,"said, would, season, one, player, game, play, peopl, year, also",0.439
505,9,0.106,CNN,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.456
